County,State,Temp,YearRange
Sumter County,Georgia,64.5,Lyme Cases 1992-1996
Talbot County,Georgia,62.7,Lyme Cases 1992-1996
Taliaferro County,Georgia,61.8,Lyme Cases 1992-1996
Tattnall County,Georgia,65.7,Lyme Cases 1992-1996
Taylor County,Georgia,63.2,Lyme Cases 1992-1996
Telfair County,Georgia,65.3,Lyme Cases 1992-1996
Terrell County,Georgia,65.1,Lyme Cases 1992-1996
Thomas County,Georgia,66.4,Lyme Cases 1992-1996
Tift County,Georgia,65.3,Lyme Cases 1992-1996
Toombs County,Georgia,65.4,Lyme Cases 1992-1996
Towns County,Georgia,54.9,Lyme Cases 1992-1996
Treutlen County,Georgia,64.8,Lyme Cases 1992-1996
Troup County,Georgia,61.5,Lyme Cases 1992-1996
Turner County,Georgia,64.9,Lyme Cases 1992-1996
Twiggs County,Georgia,63.8,Lyme Cases 1992-1996
Union County,Georgia,55.2,Lyme Cases 1992-1996
Upson County,Georgia,62.2,Lyme Cases 1992-1996
Walker County,Georgia,58.8,Lyme Cases 1992-1996
Walton County,Georgia,60.6,Lyme Cases 1992-1996
Ware County,Georgia,66.7,Lyme Cases 1992-1996
Warren County,Georgia,62.4,Lyme Cases 1992-1996
Washington County,Georgia,63.6,Lyme Cases 1992-1996
Wayne County,Georgia,66.3,Lyme Cases 1992-1996
Webster County,Georgia,64.2,Lyme Cases 1992-1996
Wheeler County,Georgia,65.3,Lyme Cases 1992-1996
White County,Georgia,57.2,Lyme Cases 1992-1996
Whitfield County,Georgia,59.2,Lyme Cases 1992-1996
Wilcox County,Georgia,64.8,Lyme Cases 1992-1996
Wilkes County,Georgia,61.6,Lyme Cases 1992-1996
Wilkinson County,Georgia,63.9,Lyme Cases 1992-1996
Worth County,Georgia,65.4,Lyme Cases 1992-1996
Ada County,Idaho,51.4,Lyme Cases 1992-1996
Adams County,Idaho,43.9,Lyme Cases 1992-1996
Bannock County,Idaho,44.6,Lyme Cases 1992-1996
Bear Lake County,Idaho,40.2,Lyme Cases 1992-1996
Benewah County,Idaho,45.5,Lyme Cases 1992-1996
Bingham County,Idaho,44.0,Lyme Cases 1992-1996
Blaine County,Idaho,42.1,Lyme Cases 1992-1996
Boise County,Idaho,43.4,Lyme Cases 1992-1996
Bonner County,Idaho,43.5,Lyme Cases 1992-1996
Bonneville County,Idaho,41.6,Lyme Cases 1992-1996
Boundary County,Idaho,41.0,Lyme Cases 1992-1996
Butte County,Idaho,41.2,Lyme Cases 1992-1996
Camas County,Idaho,41.1,Lyme Cases 1992-1996
Canyon County,Idaho,51.8,Lyme Cases 1992-1996
Caribou County,Idaho,41.7,Lyme Cases 1992-1996
Cassia County,Idaho,46.0,Lyme Cases 1992-1996
Clark County,Idaho,39.5,Lyme Cases 1992-1996
Clearwater County,Idaho,43.9,Lyme Cases 1992-1996
Custer County,Idaho,38.0,Lyme Cases 1992-1996
Elmore County,Idaho,46.7,Lyme Cases 1992-1996
Franklin County,Idaho,43.8,Lyme Cases 1992-1996
Fremont County,Idaho,38.9,Lyme Cases 1992-1996
Gem County,Idaho,49.0,Lyme Cases 1992-1996
Gooding County,Idaho,48.2,Lyme Cases 1992-1996
Idaho County,Idaho,41.8,Lyme Cases 1992-1996
Jefferson County,Idaho,42.7,Lyme Cases 1992-1996
Jerome County,Idaho,48.3,Lyme Cases 1992-1996
Kootenai County,Idaho,45.5,Lyme Cases 1992-1996
Latah County,Idaho,46.5,Lyme Cases 1992-1996
Lemhi County,Idaho,39.0,Lyme Cases 1992-1996
Lewis County,Idaho,46.0,Lyme Cases 1992-1996
Lincoln County,Idaho,46.1,Lyme Cases 1992-1996
Madison County,Idaho,42.1,Lyme Cases 1992-1996
Minidoka County,Idaho,46.2,Lyme Cases 1992-1996
Nez Perce County,Idaho,49.1,Lyme Cases 1992-1996
Oneida County,Idaho,45.5,Lyme Cases 1992-1996
Owyhee County,Idaho,47.5,Lyme Cases 1992-1996
Payette County,Idaho,51.1,Lyme Cases 1992-1996
Power County,Idaho,45.3,Lyme Cases 1992-1996
Shoshone County,Idaho,42.7,Lyme Cases 1992-1996
Teton County,Idaho,39.0,Lyme Cases 1992-1996
Twin Falls County,Idaho,47.4,Lyme Cases 1992-1996
Valley County,Idaho,39.3,Lyme Cases 1992-1996
Washington County,Idaho,47.9,Lyme Cases 1992-1996
Adams County,Illinois,52.1,Lyme Cases 1992-1996
Alexander County,Illinois,56.9,Lyme Cases 1992-1996
Bond County,Illinois,54.0,Lyme Cases 1992-1996
Boone County,Illinois,47.4,Lyme Cases 1992-1996
Brown County,Illinois,52.0,Lyme Cases 1992-1996
Bureau County,Illinois,49.1,Lyme Cases 1992-1996
Calhoun County,Illinois,53.8,Lyme Cases 1992-1996
Carroll County,Illinois,47.7,Lyme Cases 1992-1996
Cass County,Illinois,52.2,Lyme Cases 1992-1996
Champaign County,Illinois,51.4,Lyme Cases 1992-1996
Christian County,Illinois,52.8,Lyme Cases 1992-1996
Clark County,Illinois,53.1,Lyme Cases 1992-1996
Clay County,Illinois,54.3,Lyme Cases 1992-1996
Clinton County,Illinois,54.8,Lyme Cases 1992-1996
Coles County,Illinois,52.6,Lyme Cases 1992-1996
Cook County,Illinois,49.3,Lyme Cases 1992-1996
Crawford County,Illinois,53.8,Lyme Cases 1992-1996
Cumberland County,Illinois,53.1,Lyme Cases 1992-1996
DeKalb County,Illinois,48.2,Lyme Cases 1992-1996
De Witt County,Illinois,51.3,Lyme Cases 1992-1996
Douglas County,Illinois,52.3,Lyme Cases 1992-1996
DuPage County,Illinois,48.9,Lyme Cases 1992-1996
Edgar County,Illinois,52.3,Lyme Cases 1992-1996
Edwards County,Illinois,55.0,Lyme Cases 1992-1996
Effingham County,Illinois,53.5,Lyme Cases 1992-1996
Fayette County,Illinois,53.7,Lyme Cases 1992-1996
Ford County,Illinois,50.6,Lyme Cases 1992-1996
Franklin County,Illinois,55.2,Lyme Cases 1992-1996
Fulton County,Illinois,51.1,Lyme Cases 1992-1996
Gallatin County,Illinois,56.0,Lyme Cases 1992-1996
Greene County,Illinois,53.4,Lyme Cases 1992-1996
Grundy County,Illinois,50.0,Lyme Cases 1992-1996
Hamilton County,Illinois,55.2,Lyme Cases 1992-1996
Hancock County,Illinois,51.4,Lyme Cases 1992-1996
Hardin County,Illinois,56.2,Lyme Cases 1992-1996
Henderson County,Illinois,50.4,Lyme Cases 1992-1996
Henry County,Illinois,49.3,Lyme Cases 1992-1996
Iroquois County,Illinois,50.6,Lyme Cases 1992-1996
Jackson County,Illinois,55.5,Lyme Cases 1992-1996
Jasper County,Illinois,53.7,Lyme Cases 1992-1996
Jefferson County,Illinois,54.8,Lyme Cases 1992-1996
Jersey County,Illinois,54.0,Lyme Cases 1992-1996
Jo Daviess County,Illinois,47.0,Lyme Cases 1992-1996
Johnson County,Illinois,56.0,Lyme Cases 1992-1996
Kane County,Illinois,48.2,Lyme Cases 1992-1996
Kankakee County,Illinois,50.1,Lyme Cases 1992-1996
Kendall County,Illinois,49.4,Lyme Cases 1992-1996
Knox County,Illinois,49.7,Lyme Cases 1992-1996
Lake County,Illinois,47.8,Lyme Cases 1992-1996
LaSalle County,Illinois,49.6,Lyme Cases 1992-1996
Lawrence County,Illinois,54.5,Lyme Cases 1992-1996
Lee County,Illinois,48.3,Lyme Cases 1992-1996
Livingston County,Illinois,50.3,Lyme Cases 1992-1996
Logan County,Illinois,51.8,Lyme Cases 1992-1996
McDonough County,Illinois,50.9,Lyme Cases 1992-1996
McHenry County,Illinois,47.3,Lyme Cases 1992-1996
McLean County,Illinois,50.7,Lyme Cases 1992-1996
Macon County,Illinois,52.0,Lyme Cases 1992-1996
Macoupin County,Illinois,53.3,Lyme Cases 1992-1996
Madison County,Illinois,54.7,Lyme Cases 1992-1996
Marion County,Illinois,54.3,Lyme Cases 1992-1996
Marshall County,Illinois,50.2,Lyme Cases 1992-1996
Mason County,Illinois,51.9,Lyme Cases 1992-1996
Massac County,Illinois,56.8,Lyme Cases 1992-1996
Menard County,Illinois,52.1,Lyme Cases 1992-1996
Mercer County,Illinois,49.5,Lyme Cases 1992-1996
Monroe County,Illinois,55.3,Lyme Cases 1992-1996
Montgomery County,Illinois,53.2,Lyme Cases 1992-1996
Morgan County,Illinois,52.4,Lyme Cases 1992-1996
Moultrie County,Illinois,52.4,Lyme Cases 1992-1996
Ogle County,Illinois,47.7,Lyme Cases 1992-1996
Peoria County,Illinois,50.4,Lyme Cases 1992-1996
Perry County,Illinois,55.2,Lyme Cases 1992-1996
Piatt County,Illinois,51.7,Lyme Cases 1992-1996
Pike County,Illinois,52.7,Lyme Cases 1992-1996
Pope County,Illinois,56.2,Lyme Cases 1992-1996
Pulaski County,Illinois,56.9,Lyme Cases 1992-1996
Putnam County,Illinois,50.1,Lyme Cases 1992-1996
Randolph County,Illinois,55.3,Lyme Cases 1992-1996
Richland County,Illinois,54.3,Lyme Cases 1992-1996
Rock Island County,Illinois,49.4,Lyme Cases 1992-1996
St. Clair County,Illinois,55.3,Lyme Cases 1992-1996
Saline County,Illinois,55.8,Lyme Cases 1992-1996
Sangamon County,Illinois,52.5,Lyme Cases 1992-1996
Schuyler County,Illinois,51.8,Lyme Cases 1992-1996
Scott County,Illinois,52.8,Lyme Cases 1992-1996
Shelby County,Illinois,52.9,Lyme Cases 1992-1996
Stark County,Illinois,49.5,Lyme Cases 1992-1996
Stephenson County,Illinois,46.8,Lyme Cases 1992-1996
Tazewell County,Illinois,51.0,Lyme Cases 1992-1996
Union County,Illinois,55.9,Lyme Cases 1992-1996
Vermilion County,Illinois,51.3,Lyme Cases 1992-1996
Wabash County,Illinois,55.1,Lyme Cases 1992-1996
Warren County,Illinois,49.8,Lyme Cases 1992-1996
Washington County,Illinois,55.0,Lyme Cases 1992-1996
Wayne County,Illinois,54.8,Lyme Cases 1992-1996
White County,Illinois,55.5,Lyme Cases 1992-1996
Whiteside County,Illinois,48.6,Lyme Cases 1992-1996
Will County,Illinois,49.8,Lyme Cases 1992-1996
Williamson County,Illinois,55.5,Lyme Cases 1992-1996
Winnebago County,Illinois,47.5,Lyme Cases 1992-1996
Woodford County,Illinois,50.4,Lyme Cases 1992-1996
Adams County,Indiana,50.1,Lyme Cases 1992-1996
Allen County,Indiana,49.6,Lyme Cases 1992-1996
Bartholomew County,Indiana,52.9,Lyme Cases 1992-1996
Benton County,Indiana,50.2,Lyme Cases 1992-1996
Blackford County,Indiana,50.6,Lyme Cases 1992-1996
Boone County,Indiana,50.5,Lyme Cases 1992-1996
Brown County,Indiana,52.3,Lyme Cases 1992-1996
Carroll County,Indiana,50.4,Lyme Cases 1992-1996
Cass County,Indiana,50.0,Lyme Cases 1992-1996
Clark County,Indiana,54.6,Lyme Cases 1992-1996
Clay County,Indiana,52.3,Lyme Cases 1992-1996
Clinton County,Indiana,50.4,Lyme Cases 1992-1996
Crawford County,Indiana,54.2,Lyme Cases 1992-1996
Daviess County,Indiana,53.7,Lyme Cases 1992-1996
Dearborn County,Indiana,53.0,Lyme Cases 1992-1996
Decatur County,Indiana,52.2,Lyme Cases 1992-1996
DeKalb County,Indiana,48.8,Lyme Cases 1992-1996
Delaware County,Indiana,50.7,Lyme Cases 1992-1996
Dubois County,Indiana,54.0,Lyme Cases 1992-1996
Elkhart County,Indiana,48.7,Lyme Cases 1992-1996
Fayette County,Indiana,51.3,Lyme Cases 1992-1996
Floyd County,Indiana,54.7,Lyme Cases 1992-1996
Fountain County,Indiana,51.1,Lyme Cases 1992-1996
Franklin County,Indiana,52.1,Lyme Cases 1992-1996
Fulton County,Indiana,49.4,Lyme Cases 1992-1996
Gibson County,Indiana,55.2,Lyme Cases 1992-1996
Grant County,Indiana,50.6,Lyme Cases 1992-1996
Greene County,Indiana,52.7,Lyme Cases 1992-1996
Hamilton County,Indiana,51.0,Lyme Cases 1992-1996
Hancock County,Indiana,51.3,Lyme Cases 1992-1996
Harrison County,Indiana,54.8,Lyme Cases 1992-1996
Hendricks County,Indiana,51.0,Lyme Cases 1992-1996
Henry County,Indiana,50.5,Lyme Cases 1992-1996
Howard County,Indiana,50.3,Lyme Cases 1992-1996
Huntington County,Indiana,50.2,Lyme Cases 1992-1996
Jackson County,Indiana,53.3,Lyme Cases 1992-1996
Jasper County,Indiana,50.0,Lyme Cases 1992-1996
Jay County,Indiana,50.3,Lyme Cases 1992-1996
Jefferson County,Indiana,53.6,Lyme Cases 1992-1996
Jennings County,Indiana,53.2,Lyme Cases 1992-1996
Johnson County,Indiana,51.9,Lyme Cases 1992-1996
Knox County,Indiana,54.3,Lyme Cases 1992-1996
Kosciusko County,Indiana,49.1,Lyme Cases 1992-1996
LaGrange County,Indiana,48.5,Lyme Cases 1992-1996
Lake County,Indiana,49.5,Lyme Cases 1992-1996
LaPorte County,Indiana,49.0,Lyme Cases 1992-1996
Lawrence County,Indiana,52.8,Lyme Cases 1992-1996
Madison County,Indiana,51.0,Lyme Cases 1992-1996
Marion County,Indiana,51.7,Lyme Cases 1992-1996
Marshall County,Indiana,48.9,Lyme Cases 1992-1996
Martin County,Indiana,53.1,Lyme Cases 1992-1996
Miami County,Indiana,50.2,Lyme Cases 1992-1996
Monroe County,Indiana,52.2,Lyme Cases 1992-1996
Montgomery County,Indiana,50.7,Lyme Cases 1992-1996
Morgan County,Indiana,51.8,Lyme Cases 1992-1996
Newton County,Indiana,50.2,Lyme Cases 1992-1996
Noble County,Indiana,48.8,Lyme Cases 1992-1996
Ohio County,Indiana,53.5,Lyme Cases 1992-1996
Orange County,Indiana,53.3,Lyme Cases 1992-1996
Owen County,Indiana,52.0,Lyme Cases 1992-1996
Parke County,Indiana,51.8,Lyme Cases 1992-1996
Perry County,Indiana,55.2,Lyme Cases 1992-1996
Pike County,Indiana,54.5,Lyme Cases 1992-1996
Porter County,Indiana,49.2,Lyme Cases 1992-1996
Posey County,Indiana,55.9,Lyme Cases 1992-1996
Pulaski County,Indiana,49.5,Lyme Cases 1992-1996
Putnam County,Indiana,51.1,Lyme Cases 1992-1996
Randolph County,Indiana,49.9,Lyme Cases 1992-1996
Ripley County,Indiana,52.4,Lyme Cases 1992-1996
Rush County,Indiana,51.4,Lyme Cases 1992-1996
St. Joseph County,Indiana,48.7,Lyme Cases 1992-1996
Scott County,Indiana,53.9,Lyme Cases 1992-1996
Shelby County,Indiana,52.1,Lyme Cases 1992-1996
Spencer County,Indiana,55.7,Lyme Cases 1992-1996
Starke County,Indiana,49.2,Lyme Cases 1992-1996
Steuben County,Indiana,48.0,Lyme Cases 1992-1996
Sullivan County,Indiana,53.3,Lyme Cases 1992-1996
Switzerland County,Indiana,53.7,Lyme Cases 1992-1996
Tippecanoe County,Indiana,50.8,Lyme Cases 1992-1996
Tipton County,Indiana,50.4,Lyme Cases 1992-1996
Union County,Indiana,51.4,Lyme Cases 1992-1996
Vanderburgh County,Indiana,55.8,Lyme Cases 1992-1996
Vermillion County,Indiana,52.1,Lyme Cases 1992-1996
Vigo County,Indiana,52.9,Lyme Cases 1992-1996
Wabash County,Indiana,50.3,Lyme Cases 1992-1996
Warren County,Indiana,50.8,Lyme Cases 1992-1996
Warrick County,Indiana,55.3,Lyme Cases 1992-1996
Washington County,Indiana,53.4,Lyme Cases 1992-1996
Wayne County,Indiana,50.6,Lyme Cases 1992-1996
Wells County,Indiana,50.2,Lyme Cases 1992-1996
White County,Indiana,50.2,Lyme Cases 1992-1996
Whitley County,Indiana,49.4,Lyme Cases 1992-1996
Adair County,Iowa,47.9,Lyme Cases 1992-1996
Adams County,Iowa,48.8,Lyme Cases 1992-1996
Allamakee County,Iowa,45.1,Lyme Cases 1992-1996
Appanoose County,Iowa,49.8,Lyme Cases 1992-1996
Audubon County,Iowa,47.1,Lyme Cases 1992-1996
Benton County,Iowa,46.9,Lyme Cases 1992-1996
Black Hawk County,Iowa,46.2,Lyme Cases 1992-1996
Boone County,Iowa,47.3,Lyme Cases 1992-1996
Bremer County,Iowa,45.3,Lyme Cases 1992-1996
Buchanan County,Iowa,45.9,Lyme Cases 1992-1996
Buena Vista County,Iowa,45.5,Lyme Cases 1992-1996
Butler County,Iowa,45.7,Lyme Cases 1992-1996
Calhoun County,Iowa,46.4,Lyme Cases 1992-1996
Carroll County,Iowa,46.7,Lyme Cases 1992-1996
Cass County,Iowa,48.2,Lyme Cases 1992-1996
Cedar County,Iowa,48.2,Lyme Cases 1992-1996
Cerro Gordo County,Iowa,44.7,Lyme Cases 1992-1996
Cherokee County,Iowa,45.7,Lyme Cases 1992-1996
Chickasaw County,Iowa,44.3,Lyme Cases 1992-1996
Clarke County,Iowa,48.9,Lyme Cases 1992-1996
Clay County,Iowa,44.8,Lyme Cases 1992-1996
Clayton County,Iowa,45.4,Lyme Cases 1992-1996
Clinton County,Iowa,48.3,Lyme Cases 1992-1996
Crawford County,Iowa,46.8,Lyme Cases 1992-1996
Dallas County,Iowa,48.3,Lyme Cases 1992-1996
Davis County,Iowa,50.1,Lyme Cases 1992-1996
Decatur County,Iowa,49.5,Lyme Cases 1992-1996
Delaware County,Iowa,45.8,Lyme Cases 1992-1996
Des Moines County,Iowa,50.3,Lyme Cases 1992-1996
Dickinson County,Iowa,44.1,Lyme Cases 1992-1996
Dubuque County,Iowa,46.5,Lyme Cases 1992-1996
Emmet County,Iowa,44.3,Lyme Cases 1992-1996
Fayette County,Iowa,44.8,Lyme Cases 1992-1996
Floyd County,Iowa,44.8,Lyme Cases 1992-1996
Franklin County,Iowa,45.3,Lyme Cases 1992-1996
Fremont County,Iowa,50.7,Lyme Cases 1992-1996
Greene County,Iowa,47.2,Lyme Cases 1992-1996
Grundy County,Iowa,46.0,Lyme Cases 1992-1996
Guthrie County,Iowa,47.6,Lyme Cases 1992-1996
Hamilton County,Iowa,46.1,Lyme Cases 1992-1996
Hancock County,Iowa,44.6,Lyme Cases 1992-1996
Hardin County,Iowa,46.0,Lyme Cases 1992-1996
Harrison County,Iowa,48.7,Lyme Cases 1992-1996
Henry County,Iowa,50.0,Lyme Cases 1992-1996
Howard County,Iowa,43.3,Lyme Cases 1992-1996
Humboldt County,Iowa,45.6,Lyme Cases 1992-1996
Ida County,Iowa,46.3,Lyme Cases 1992-1996
Iowa County,Iowa,47.9,Lyme Cases 1992-1996
Jackson County,Iowa,47.6,Lyme Cases 1992-1996
Jasper County,Iowa,48.3,Lyme Cases 1992-1996
Jefferson County,Iowa,49.7,Lyme Cases 1992-1996
Johnson County,Iowa,48.4,Lyme Cases 1992-1996
Jones County,Iowa,47.1,Lyme Cases 1992-1996
Keokuk County,Iowa,48.7,Lyme Cases 1992-1996
Kossuth County,Iowa,44.7,Lyme Cases 1992-1996
Lee County,Iowa,51.0,Lyme Cases 1992-1996
Linn County,Iowa,47.2,Lyme Cases 1992-1996
Louisa County,Iowa,49.8,Lyme Cases 1992-1996
Lucas County,Iowa,49.2,Lyme Cases 1992-1996
Lyon County,Iowa,44.6,Lyme Cases 1992-1996
Madison County,Iowa,48.6,Lyme Cases 1992-1996
Mahaska County,Iowa,48.9,Lyme Cases 1992-1996
Marion County,Iowa,49.4,Lyme Cases 1992-1996
Marshall County,Iowa,47.0,Lyme Cases 1992-1996
Mills County,Iowa,50.1,Lyme Cases 1992-1996
Mitchell County,Iowa,43.7,Lyme Cases 1992-1996
Monona County,Iowa,47.8,Lyme Cases 1992-1996
Monroe County,Iowa,49.5,Lyme Cases 1992-1996
Montgomery County,Iowa,49.4,Lyme Cases 1992-1996
Muscatine County,Iowa,49.3,Lyme Cases 1992-1996
O&,,,Lyme Cases 1992-1996
Osceola County,Iowa,44.0,Lyme Cases 1992-1996
Page County,Iowa,50.0,Lyme Cases 1992-1996
Palo Alto County,Iowa,44.8,Lyme Cases 1992-1996
Plymouth County,Iowa,46.3,Lyme Cases 1992-1996
Pocahontas County,Iowa,45.6,Lyme Cases 1992-1996
Polk County,Iowa,48.7,Lyme Cases 1992-1996
Pottawattamie County,Iowa,49.1,Lyme Cases 1992-1996
Poweshiek County,Iowa,47.7,Lyme Cases 1992-1996
Ringgold County,Iowa,49.2,Lyme Cases 1992-1996
Sac County,Iowa,46.1,Lyme Cases 1992-1996
Scott County,Iowa,48.9,Lyme Cases 1992-1996
Shelby County,Iowa,47.6,Lyme Cases 1992-1996
Sioux County,Iowa,45.2,Lyme Cases 1992-1996
Story County,Iowa,47.2,Lyme Cases 1992-1996
Tama County,Iowa,46.8,Lyme Cases 1992-1996
Taylor County,Iowa,49.3,Lyme Cases 1992-1996
Union County,Iowa,48.5,Lyme Cases 1992-1996
Van Buren County,Iowa,50.4,Lyme Cases 1992-1996
Wapello County,Iowa,49.6,Lyme Cases 1992-1996
Warren County,Iowa,49.3,Lyme Cases 1992-1996
Washington County,Iowa,49.1,Lyme Cases 1992-1996
Wayne County,Iowa,49.4,Lyme Cases 1992-1996
Webster County,Iowa,46.2,Lyme Cases 1992-1996
Winnebago County,Iowa,44.1,Lyme Cases 1992-1996
Winneshiek County,Iowa,44.2,Lyme Cases 1992-1996
Woodbury County,Iowa,47.1,Lyme Cases 1992-1996
Worth County,Iowa,44.0,Lyme Cases 1992-1996
Wright County,Iowa,45.3,Lyme Cases 1992-1996
Allen County,Kansas,55.4,Lyme Cases 1992-1996
Anderson County,Kansas,54.9,Lyme Cases 1992-1996
Atchison County,Kansas,53.0,Lyme Cases 1992-1996
Barber County,Kansas,56.4,Lyme Cases 1992-1996
Barton County,Kansas,54.1,Lyme Cases 1992-1996
Bourbon County,Kansas,55.8,Lyme Cases 1992-1996
Brown County,Kansas,52.2,Lyme Cases 1992-1996
Butler County,Kansas,55.3,Lyme Cases 1992-1996
Chase County,Kansas,54.4,Lyme Cases 1992-1996
Chautauqua County,Kansas,56.9,Lyme Cases 1992-1996
Cherokee County,Kansas,57.3,Lyme Cases 1992-1996
Cheyenne County,Kansas,51.0,Lyme Cases 1992-1996
Clark County,Kansas,55.8,Lyme Cases 1992-1996
Clay County,Kansas,53.3,Lyme Cases 1992-1996
Cloud County,Kansas,52.9,Lyme Cases 1992-1996
Coffey County,Kansas,54.7,Lyme Cases 1992-1996
Comanche County,Kansas,55.9,Lyme Cases 1992-1996
Cowley County,Kansas,56.5,Lyme Cases 1992-1996
Crawford County,Kansas,56.6,Lyme Cases 1992-1996
Decatur County,Kansas,51.0,Lyme Cases 1992-1996
Dickinson County,Kansas,54.3,Lyme Cases 1992-1996
Doniphan County,Kansas,52.7,Lyme Cases 1992-1996
Douglas County,Kansas,54.1,Lyme Cases 1992-1996
Edwards County,Kansas,54.3,Lyme Cases 1992-1996
Elk County,Kansas,56.0,Lyme Cases 1992-1996
Ellis County,Kansas,53.5,Lyme Cases 1992-1996
Ellsworth County,Kansas,54.0,Lyme Cases 1992-1996
Finney County,Kansas,53.2,Lyme Cases 1992-1996
Ford County,Kansas,54.2,Lyme Cases 1992-1996
Franklin County,Kansas,54.5,Lyme Cases 1992-1996
Geary County,Kansas,53.7,Lyme Cases 1992-1996
Gove County,Kansas,52.4,Lyme Cases 1992-1996
Graham County,Kansas,52.6,Lyme Cases 1992-1996
Grant County,Kansas,54.1,Lyme Cases 1992-1996
Gray County,Kansas,53.7,Lyme Cases 1992-1996
Greeley County,Kansas,51.8,Lyme Cases 1992-1996
Greenwood County,Kansas,55.2,Lyme Cases 1992-1996
Hamilton County,Kansas,53.3,Lyme Cases 1992-1996
Harper County,Kansas,57.2,Lyme Cases 1992-1996
Harvey County,Kansas,55.3,Lyme Cases 1992-1996
Haskell County,Kansas,53.9,Lyme Cases 1992-1996
Hodgeman County,Kansas,54.0,Lyme Cases 1992-1996
Jackson County,Kansas,52.7,Lyme Cases 1992-1996
Jefferson County,Kansas,53.4,Lyme Cases 1992-1996
Jewell County,Kansas,51.6,Lyme Cases 1992-1996
Johnson County,Kansas,54.2,Lyme Cases 1992-1996
Kearny County,Kansas,53.3,Lyme Cases 1992-1996
Kingman County,Kansas,56.1,Lyme Cases 1992-1996
Kiowa County,Kansas,54.7,Lyme Cases 1992-1996
Labette County,Kansas,57.2,Lyme Cases 1992-1996
Lane County,Kansas,52.7,Lyme Cases 1992-1996
Leavenworth County,Kansas,53.8,Lyme Cases 1992-1996
Lincoln County,Kansas,53.7,Lyme Cases 1992-1996
Linn County,Kansas,55.2,Lyme Cases 1992-1996
Logan County,Kansas,52.0,Lyme Cases 1992-1996
Lyon County,Kansas,54.2,Lyme Cases 1992-1996
McPherson County,Kansas,54.8,Lyme Cases 1992-1996
Marion County,Kansas,54.6,Lyme Cases 1992-1996
Marshall County,Kansas,51.9,Lyme Cases 1992-1996
Meade County,Kansas,55.4,Lyme Cases 1992-1996
Miami County,Kansas,54.6,Lyme Cases 1992-1996
Mitchell County,Kansas,52.9,Lyme Cases 1992-1996
Montgomery County,Kansas,57.3,Lyme Cases 1992-1996
Morris County,Kansas,53.7,Lyme Cases 1992-1996
Morton County,Kansas,54.8,Lyme Cases 1992-1996
Nemaha County,Kansas,51.6,Lyme Cases 1992-1996
Neosho County,Kansas,56.3,Lyme Cases 1992-1996
Ness County,Kansas,53.5,Lyme Cases 1992-1996
Norton County,Kansas,51.7,Lyme Cases 1992-1996
Osage County,Kansas,54.2,Lyme Cases 1992-1996
